customer_id,join_date,country,age
CUST_0728,2022-06-26,Australia,45
CUST_0729,2022-09-24,Canada,43
CUST_0730,2022-12-07,France,50
CUST_0731,2022-10-09,UK,38
CUST_0732,2022-03-04,UK,52
CUST_0733,2022-08-05,UK,69
CUST_0734,2022-12-08,Canada,51
CUST_0735,2022-11-11,USA,58
CUST_0736,2022-10-10,USA,68
CUST_0737,2022-06-26,USA,64
CUST_0738,2022-04-08,Germany,35
CUST_0739,2022-04-15,USA,28
CUST_0740,2022-04-09,Canada,40
CUST_0741,2022-11-07,Australia,65
CUST_0742,2022-01-06,USA,39
CUST_0743,2022-07-16,Canada,34
CUST_0744,2022-12-17,UK,22
CUST_0745,2022-05-13,France,61
CUST_0746,2022-12-24,USA,28
CUST_0747,2022-09-16,Canada,47
CUST_0748,2022-01-23,France,32
CUST_0749,2022-02-22,Australia,44
CUST_0750,2022-06-14,Canada,52
CUST_0751,2022-07-21,UK,50
CUST_0752,2022-03-24,Canada,37
CUST_0753,2022-05-25,France,33
CUST_0754,2022-03-26,UK,51
CUST_0755,2022-03-19,USA,19
CUST_0756,2022-01-01,Australia,52
CUST_0757,2022-02-20,Canada,57
CUST_0758,2022-06-22,Canada,45
CUST_0759,2022-07-24,USA,64
CUST_0760,2022-09-17,Canada,56
CUST_0761,2022-10-15,USA,23
CUST_0762,2022-02-03,Canada,26
CUST_0763,2022-12-14,USA,37
CUST_0764,2022-04-05,Canada,18
CUST_0765,2022-03-13,Australia,25
CUST_0766,2022-02-08,USA,40
CUST_0767,2022-06-03,Australia,20
CUST_0768,2022-09-07,UK,21
CUST_0769,2022-06-11,France,42
CUST_0770,2022-04-28,Germany,64
CUST_0771,2022-09-16,UK,55
CUST_0772,2022-11-02,Germany,32
CUST_0773,2022-09-25,France,38
CUST_0774,2022-02-23,UK,52
CUST_0775,2022-08-24,USA,63
CUST_0776,2022-08-10,Canada,69
CUST_0777,2022-09-08,France,31
CUST_0778,2022-11-09,Germany,53
CUST_0779,2022-04-22,Germany,29
CUST_0780,2022-09-12,UK,34
CUST_0781,2022-10-30,France,56
CUST_0782,2022-07-26,USA,26
CUST_0783,2022-08-17,UK,52
CUST_0784,2022-12-07,USA,30
CUST_0785,2022-03-07,USA,32
CUST_0786,2022-03-16,USA,35
CUST_0787,2022-04-13,USA,68
CUST_0788,2022-07-11,Canada,50
CUST_0789,2022-09-09,USA,23
CUST_0790,2022-08-14,UK,44
CUST_0791,2022-10-21,USA,40
CUST_0792,2022-11-02,USA,44
CUST_0793,2022-04-08,USA,51
CUST_0794,2022-12-04,USA,63
CUST_0795,2022-10-13,Canada,55
CUST_0796,2022-12-01,Canada,31
CUST_0797,2022-12-13,Canada,53
CUST_0798,2022-11-04,UK,25
CUST_0799,2022-09-06,USA,52
CUST_0800,2022-06-15,France,36
CUST_0801,2022-12-01,UK,47
CUST_0802,2022-01-30,UK,31
CUST_0803,2022-09-04,USA,37
CUST_0804,2022-04-16,USA,66
CUST_0805,2022-02-20,USA,42
CUST_0806,2022-03-22,USA,57
CUST_0807,2022-05-13,UK,41
CUST_0808,2022-10-12,UK,31
CUST_0809,2022-05-18,Canada,43
CUST_0810,2022-07-03,Germany,55
CUST_0811,2022-11-26,France,40
CUST_0812,2022-09-30,Germany,39
CUST_0813,2022-12-06,Australia,65
CUST_0814,2022-03-10,USA,36
CUST_0815,2022-02-03,USA,63
CUST_0816,2022-09-19,USA,68
CUST_0817,2022-02-22,Canada,20
CUST_0818,2022-07-24,France,59
CUST_0819,2022-05-06,USA,36
CUST_0820,2022-08-23,Australia,26
CUST_0821,2022-02-12,USA,45
CUST_0822,2022-08-28,Australia,37
CUST_0823,2022-04-21,USA,62
CUST_0824,2022-09-06,USA,24
CUST_0825,2022-05-31,UK,31
CUST_0826,2022-07-02,USA,26
CUST_0827,2022-12-02,USA,36
CUST_0828,2022-04-05,USA,64
CUST_0829,2022-01-08,France,69
CUST_0830,2022-12-26,UK,31
CUST_0831,2022-07-03,USA,55
CUST_0832,2022-10-08,Canada,53
CUST_0833,2022-07-14,Germany,57
CUST_0834,2022-12-18,USA,34
CUST_0835,2022-07-14,UK,47
CUST_0836,2022-06-04,USA,26
CUST_0837,2022-04-03,USA,50
CUST_0838,2022-06-09,Canada,69
CUST_0839,2022-03-02,USA,42
CUST_0840,2022-05-02,UK,31
CUST_0841,2022-02-20,Germany,28
CUST_0842,2022-10-04,USA,52
CUST_0843,2022-01-05,UK,58
CUST_0844,2022-04-02,USA,31
CUST_0845,2022-06-19,Australia,47
CUST_0846,2022-11-13,UK,58
CUST_0847,2022-01-22,France,21
CUST_0848,2022-11-22,UK,21
CUST_0849,2022-01-01,USA,45
CUST_0850,2022-05-13,Canada,25
CUST_0851,2022-08-21,Australia,19
CUST_0852,2022-01-12,Canada,58
CUST_0853,2022-12-12,France,63
CUST_0854,2022-02-15,France,39
CUST_0855,2022-02-03,USA,58
CUST_0856,2022-03-19,USA,33
CUST_0857,2022-08-06,Canada,46
CUST_0858,2022-10-28,UK,66
CUST_0859,2022-03-14,France,65
CUST_0860,2022-10-09,Australia,47
CUST_0861,2022-09-06,USA,29
CUST_0862,2022-02-16,USA,52
CUST_0863,2022-05-01,Germany,28
CUST_0864,2022-08-02,USA,63
CUST_0865,2022-08-27,France,67
CUST_0866,2022-02-25,UK,38
CUST_0867,2022-12-16,Canada,38
CUST_0868,2022-04-17,USA,22
CUST_0869,2022-11-15,Canada,65
CUST_0870,2022-02-17,UK,37
CUST_0871,2022-03-02,UK,54
CUST_0872,2022-12-03,USA,20
CUST_0873,2022-01-26,Germany,61
CUST_0874,2022-10-19,France,50
CUST_0875,2022-09-14,USA,26
CUST_0876,2022-01-08,USA,26
CUST_0877,2022-04-23,USA,21
CUST_0878,2022-12-21,Canada,52
CUST_0879,2022-09-10,Canada,34
CUST_0880,2022-06-29,UK,51
CUST_0881,2022-07-26,USA,41
CUST_0882,2022-10-30,USA,49
CUST_0883,2022-05-07,UK,18
CUST_0884,2022-02-25,UK,25
CUST_0885,2022-08-02,Australia,62
CUST_0886,2022-01-14,USA,40
CUST_0887,2022-01-28,Canada,64
CUST_0888,2022-03-19,UK,57
CUST_0889,2022-08-04,UK,29
CUST_0890,2022-12-31,Germany,29
CUST_0891,2022-06-03,Canada,63
CUST_0892,2022-01-14,Australia,64
CUST_0893,2022-07-06,USA,32
CUST_0894,2022-11-08,USA,58
CUST_0895,2022-01-07,Germany,36
CUST_0896,2022-01-03,UK,43
CUST_0897,2022-04-21,USA,69
CUST_0898,2022-08-26,USA,46
CUST_0899,2022-12-29,USA,39
CUST_0900,2022-08-27,France,57
CUST_0901,2022-10-01,USA,38
CUST_0902,2022-10-21,USA,68
CUST_0903,2022-08-15,USA,55
CUST_0904,2022-01-15,USA,37
CUST_0905,2022-07-11,USA,46
CUST_0906,2022-04-29,UK,68
CUST_0907,2022-01-28,USA,21
CUST_0908,2022-07-21,France,24
CUST_0909,2022-02-08,USA,45
CUST_0910,2022-09-30,UK,45
CUST_0911,2022-08-19,France,21
CUST_0912,2022-03-27,Canada,39
CUST_0913,2022-05-06,UK,29
CUST_0914,2022-10-27,USA,62
CUST_0915,2022-01-25,USA,20
CUST_0916,2022-05-25,Canada,39
CUST_0917,2022-01-13,Australia,61
CUST_0918,2022-07-31,Canada,19
CUST_0919,2022-01-25,UK,41
CUST_0920,2022-03-09,Germany,51
CUST_0921,2022-03-08,UK,44
CUST_0922,2022-08-21,USA,58
CUST_0923,2022-04-19,UK,18
CUST_0924,2022-05-26,Australia,25
CUST_0925,2022-04-21,USA,40
CUST_0926,2022-08-16,Canada,55
CUST_0927,2022-04-21,USA,23
CUST_0928,2022-02-03,UK,39
CUST_0929,2022-04-21,USA,42
CUST_0930,2022-09-21,UK,35
CUST_0931,2022-08-24,Germany,34
CUST_0932,2022-03-24,USA,29
CUST_0933,2022-02-11,Canada,23
CUST_0934,2022-04-11,Germany,43
CUST_0935,2022-01-06,Australia,44
CUST_0936,2022-06-29,USA,25
CUST_0937,2022-10-09,USA,36
CUST_0938,2022-11-16,USA,59
CUST_0939,2022-08-14,Australia,18
CUST_0940,2022-11-11,Australia,46
CUST_0941,2022-12-31,UK,62
CUST_0942,2022-08-17,France,66
CUST_0943,2022-10-16,UK,52
CUST_0944,2022-05-30,Canada,57
CUST_0945,2022-10-04,USA,31
CUST_0946,2022-07-17,Germany,52
CUST_0947,2022-03-11,USA,65
CUST_0948,2022-04-22,France,62
CUST_0949,2022-01-04,Germany,37
CUST_0950,2022-12-16,Germany,66
CUST_0951,2022-11-27,USA,30
CUST_0952,2022-11-14,USA,55
CUST_0953,2022-12-16,USA,66
CUST_0954,2022-04-05,USA,63
CUST_0955,2022-06-01,USA,66
CUST_0956,2022-11-07,Australia,25
CUST_0957,2022-05-17,UK,60
CUST_0958,2022-09-04,USA,37
CUST_0959,2022-08-31,USA,50
CUST_0960,2022-01-31,UK,43
CUST_0961,2022-02-09,Canada,56
CUST_0962,2022-08-17,UK,38
CUST_0963,2022-02-05,Australia,66
CUST_0964,2022-08-11,UK,59
CUST_0965,2022-01-06,Australia,60
CUST_0966,2022-11-18,France,58
CUST_0967,2022-08-08,USA,26
CUST_0968,2022-03-16,Australia,41
CUST_0969,2022-01-04,USA,54
CUST_0970,2022-12-01,France,66
CUST_0971,2022-05-14,USA,58
CUST_0972,2022-04-28,France,34
CUST_0973,2022-04-04,France,41
CUST_0974,2022-03-03,France,38
CUST_0975,2022-07-13,Germany,68
CUST_0976,2022-12-01,USA,56
CUST_0977,2022-07-22,USA,58
CUST_0978,2022-01-26,UK,56
CUST_0979,2022-06-22,USA,30
CUST_0980,2022-10-27,Canada,28
CUST_0981,2022-05-13,USA,63
CUST_0982,2022-11-22,Australia,36
CUST_0983,2022-04-28,Canada,28
CUST_0984,2022-11-20,France,30
CUST_0985,2022-10-02,USA,63
CUST_0986,2022-07-31,France,62
CUST_0987,2022-08-13,Australia,18
CUST_0988,2022-01-20,UK,57
CUST_0989,2022-04-23,Canada,61
CUST_0990,2022-05-20,Germany,36
CUST_0991,2022-02-16,USA,29
CUST_0992,2022-01-01,UK,25
CUST_0993,2022-03-31,USA,25
CUST_0994,2022-05-22,USA,62
CUST_0995,2022-11-16,USA,29
CUST_0996,2022-02-07,USA,65
CUST_0997,2022-10-20,USA,50
CUST_0998,2022-05-19,USA,62
CUST_0999,2022-12-22,Australia,43
CUST_1000,2022-11-29,UK,56
