customer_id,join_date,country,age,recency,frequency,monetary
CUST_0432,2022-05-25,UK,60,5.0,22.0,17926.53
CUST_0433,2022-04-30,USA,66,3.0,6.0,3198.36
CUST_0434,2022-11-15,USA,47,78.0,1.0,1482.42
CUST_0435,2022-10-02,Canada,62,24.0,5.0,3100.8500000000004
CUST_0436,2022-04-02,USA,23,81.0,2.0,2920.5699999999997
CUST_0437,2022-02-27,France,34,52.0,3.0,2680.37
CUST_0438,2022-12-12,UK,62,1.0,3.0,3973.05
CUST_0439,2022-08-17,UK,68,32.0,6.0,4448.88
CUST_0440,2022-04-27,UK,36,44.0,4.0,1543.73
CUST_0441,2022-11-14,France,59,16.0,3.0,3310.87
CUST_0442,2022-10-06,USA,52,2.0,10.0,7333.06
CUST_0443,2022-05-07,Canada,63,25.0,2.0,746.44
CUST_0444,2022-05-09,UK,43,15.0,2.0,2626.45
CUST_0445,2022-02-27,USA,68,145.0,2.0,1206.61
CUST_0446,2022-05-02,France,22,3.0,2.0,878.12
CUST_0447,2022-01-01,Germany,46,999.0,0.0,0.0
CUST_0448,2022-08-27,Canada,54,57.0,2.0,831.05
CUST_0449,2022-10-17,France,37,2.0,12.0,9466.03
CUST_0450,2022-04-06,France,66,309.0,1.0,1522.65
CUST_0451,2022-05-06,Germany,38,32.0,11.0,8809.69
CUST_0452,2022-04-28,France,27,4.0,6.0,2967.64
CUST_0453,2022-02-17,Canada,22,135.0,3.0,2807.81
CUST_0454,2022-03-30,Canada,53,77.0,3.0,1537.33
CUST_0455,2022-08-25,Canada,23,17.0,5.0,4942.88
CUST_0456,2022-09-29,Germany,43,7.0,8.0,4935.99
CUST_0457,2022-07-08,USA,21,288.0,1.0,1047.96
CUST_0458,2022-07-11,France,56,999.0,0.0,0.0
CUST_0459,2022-03-10,France,56,7.0,9.0,7686.139999999999
CUST_0460,2022-10-05,USA,67,12.0,16.0,10653.25
CUST_0461,2022-12-15,France,52,12.0,10.0,7601.18
CUST_0462,2022-09-04,USA,18,218.0,1.0,1610.4
CUST_0463,2022-03-17,USA,41,1.0,3.0,2340.86
CUST_0464,2022-06-03,Germany,53,41.0,2.0,959.1500000000001
CUST_0465,2022-05-24,USA,23,25.0,4.0,4207.93
CUST_0466,2022-03-27,France,58,71.0,1.0,135.42000000000002
CUST_0467,2022-07-04,France,63,23.0,5.0,4254.19
CUST_0468,2022-10-12,UK,61,154.0,3.0,2514.67
CUST_0469,2022-08-08,USA,48,18.0,1.0,1171.32
CUST_0470,2022-03-10,USA,37,3.0,15.0,10632.36
CUST_0471,2022-02-16,Canada,41,37.0,3.0,3441.1600000000003
CUST_0472,2022-04-04,Australia,42,999.0,0.0,0.0
CUST_0473,2022-08-26,Canada,53,999.0,0.0,0.0
CUST_0474,2022-07-23,USA,38,15.0,20.0,13995.84
CUST_0475,2022-08-06,Canada,47,11.0,3.0,2293.02
CUST_0476,2022-12-07,UK,41,95.0,3.0,1359.56
CUST_0477,2022-02-08,Germany,61,68.0,9.0,6604.8
CUST_0478,2022-04-10,USA,59,23.0,11.0,11641.82
CUST_0479,2022-10-16,Germany,47,35.0,4.0,2629.72
CUST_0480,2022-09-11,UK,39,4.0,4.0,2927.45
CUST_0481,2022-08-10,Australia,45,5.0,5.0,6033.65
CUST_0482,2022-12-23,USA,24,52.0,5.0,2701.26
CUST_0483,2022-01-23,Canada,52,999.0,0.0,0.0
CUST_0484,2022-09-07,Australia,45,55.0,9.0,9591.55
CUST_0485,2022-01-10,USA,31,34.0,2.0,1001.2
CUST_0486,2022-09-03,Australia,27,8.0,6.0,6036.380000000001
CUST_0487,2022-11-21,Canada,33,57.0,3.0,2914.0299999999997
CUST_0488,2022-04-10,USA,33,999.0,0.0,0.0
CUST_0489,2022-10-17,USA,48,999.0,0.0,0.0
CUST_0490,2022-06-29,Germany,59,11.0,9.0,4203.94
CUST_0491,2022-08-11,USA,42,999.0,0.0,0.0
CUST_0492,2022-09-07,UK,30,238.0,3.0,1858.52
CUST_0493,2022-05-27,USA,23,39.0,6.0,2598.15
CUST_0494,2022-04-06,Canada,61,96.0,1.0,1181.12
CUST_0495,2022-09-14,USA,26,9.0,18.0,11498.890000000001
CUST_0496,2022-11-21,France,62,46.0,1.0,1162.3
CUST_0497,2022-01-04,Australia,53,221.0,1.0,1273.0500000000002
CUST_0498,2022-01-16,Australia,60,6.0,1.0,1708.95
CUST_0499,2022-10-07,Germany,37,18.0,2.0,351.15
CUST_0500,2022-12-02,USA,35,999.0,0.0,0.0
CUST_0501,2022-09-04,Germany,60,32.0,10.0,8108.19
CUST_0502,2022-09-15,USA,38,16.0,19.0,11073.87
CUST_0503,2022-06-09,USA,21,301.0,1.0,494.14
CUST_0504,2022-12-06,USA,67,3.0,4.0,1629.48
CUST_0505,2022-06-01,UK,50,21.0,5.0,5097.18
CUST_0506,2022-06-27,Germany,44,4.0,9.0,5749.08
CUST_0507,2022-06-12,Canada,24,25.0,7.0,6430.41
CUST_0508,2022-02-02,UK,23,62.0,1.0,292.83
CUST_0509,2022-06-28,USA,32,285.0,1.0,918.3
CUST_0510,2022-04-11,Australia,35,16.0,6.0,3451.86
CUST_0511,2022-09-25,UK,49,55.0,3.0,3266.45
CUST_0512,2022-11-19,UK,28,999.0,0.0,0.0
CUST_0513,2022-03-06,USA,37,999.0,0.0,0.0
CUST_0514,2022-06-17,Germany,41,7.0,9.0,7875.15
CUST_0515,2022-11-26,Canada,32,16.0,6.0,4139.01
CUST_0516,2022-02-12,USA,65,7.0,20.0,12568.35
CUST_0517,2022-02-13,USA,24,11.0,10.0,8425.26
CUST_0518,2022-10-12,Canada,38,112.0,1.0,2470.7
CUST_0519,2022-01-12,Canada,59,140.0,5.0,5898.860000000001
CUST_0520,2022-04-05,USA,43,115.0,4.0,6477.049999999999
CUST_0521,2022-10-29,Australia,61,999.0,0.0,0.0
CUST_0522,2022-09-10,USA,31,13.0,5.0,5073.139999999999
CUST_0523,2022-08-30,UK,54,158.0,5.0,2906.3100000000004
CUST_0524,2022-02-04,Australia,38,6.0,3.0,1746.02
CUST_0525,2022-08-03,UK,35,20.0,10.0,8958.26
CUST_0526,2022-12-03,Canada,22,18.0,2.0,285.29
CUST_0527,2022-03-31,USA,20,1.0,17.0,13577.55
CUST_0528,2022-09-21,USA,40,999.0,0.0,0.0
CUST_0529,2022-04-03,Australia,43,999.0,0.0,0.0
CUST_0530,2022-03-31,UK,54,27.0,9.0,7328.5
CUST_0531,2022-04-25,France,41,67.0,4.0,4522.42
CUST_0532,2022-04-15,USA,66,39.0,7.0,4868.4
CUST_0533,2022-07-15,USA,36,39.0,10.0,8471.06
CUST_0534,2022-11-10,USA,68,999.0,0.0,0.0
CUST_0535,2022-04-24,Canada,42,10.0,3.0,1805.3899999999999
CUST_0536,2022-03-16,USA,38,19.0,4.0,2269.69
CUST_0537,2022-08-05,France,29,15.0,1.0,78.87
CUST_0538,2022-10-04,UK,58,5.0,16.0,10511.2
CUST_0539,2022-09-06,Australia,50,50.0,6.0,2912.77
CUST_0540,2022-06-13,USA,67,39.0,8.0,6635.75
CUST_0541,2022-12-23,France,21,58.0,5.0,4248.17
CUST_0542,2022-07-11,Germany,59,37.0,5.0,3558.94
CUST_0543,2022-08-15,Germany,24,8.0,10.0,6848.31
CUST_0544,2022-06-26,France,39,52.0,5.0,2316.1400000000003
CUST_0545,2022-04-09,Germany,50,13.0,4.0,1671.1899999999998
CUST_0546,2022-02-05,Canada,34,2.0,11.0,6109.59
CUST_0547,2022-04-06,USA,41,51.0,1.0,988.28
CUST_0548,2022-06-01,USA,51,5.0,12.0,10346.9
CUST_0549,2022-05-31,Australia,45,189.0,2.0,1626.48
CUST_0550,2022-07-09,Canada,60,7.0,2.0,1111.42
CUST_0551,2022-08-12,Germany,58,139.0,2.0,1033.57
CUST_0552,2022-02-06,UK,56,8.0,21.0,17956.85
CUST_0553,2022-09-25,USA,39,38.0,13.0,9372.16
CUST_0554,2022-07-02,USA,66,27.0,6.0,2819.4
CUST_0555,2022-01-13,Canada,34,36.0,3.0,2632.14
CUST_0556,2022-10-06,UK,51,4.0,4.0,3334.6600000000003
CUST_0557,2022-08-05,USA,23,1.0,24.0,20559.12
CUST_0558,2022-12-21,UK,63,14.0,6.0,7486.09
CUST_0559,2022-12-27,USA,23,5.0,1.0,920.49
CUST_0560,2022-10-13,UK,51,999.0,0.0,0.0
CUST_0561,2022-09-30,USA,18,13.0,13.0,7028.15
CUST_0562,2022-03-03,Germany,27,1.0,9.0,6464.84
CUST_0563,2022-03-25,USA,38,999.0,0.0,0.0
CUST_0564,2022-08-05,UK,22,999.0,0.0,0.0
CUST_0565,2022-12-08,USA,19,14.0,11.0,6200.52
CUST_0566,2022-07-06,USA,39,999.0,0.0,0.0
CUST_0567,2022-01-19,USA,65,70.0,6.0,5354.04
CUST_0568,2022-06-26,UK,19,4.0,12.0,8399.82
CUST_0569,2022-04-10,Canada,27,64.0,4.0,3766.7000000000003
CUST_0570,2022-08-21,USA,51,999.0,0.0,0.0
CUST_0571,2022-03-17,Canada,33,13.0,5.0,5478.99
CUST_0572,2022-09-22,France,65,1.0,9.0,6701.58
CUST_0573,2022-10-11,Germany,68,16.0,2.0,1635.0499999999997
CUST_0574,2022-07-25,USA,56,3.0,26.0,17085.920000000002
CUST_0575,2022-08-11,UK,39,999.0,0.0,0.0
CUST_0576,2022-02-21,USA,29,69.0,5.0,2824.9
CUST_0577,2022-12-05,USA,41,25.0,5.0,5221.18
CUST_0578,2022-05-24,Australia,64,47.0,8.0,5837.56
CUST_0579,2022-03-10,USA,57,999.0,0.0,0.0
CUST_0580,2022-04-09,UK,55,20.0,15.0,13405.28
CUST_0581,2022-01-25,Canada,27,50.0,3.0,444.45
CUST_0582,2022-02-22,Germany,52,353.0,1.0,1610.4
CUST_0583,2022-05-31,UK,68,272.0,1.0,565.95
CUST_0584,2022-05-24,USA,66,15.0,10.0,6120.6
CUST_0585,2022-02-26,USA,49,999.0,0.0,0.0
CUST_0586,2022-02-08,UK,24,50.0,2.0,2495.84
CUST_0587,2022-04-19,USA,38,260.0,1.0,188.65
CUST_0588,2022-06-30,USA,37,49.0,8.0,6795.31
CUST_0589,2022-02-11,USA,43,71.0,5.0,3830.98
CUST_0590,2022-07-05,USA,21,65.0,6.0,3332.98
CUST_0591,2022-08-11,USA,63,23.0,2.0,2994.91
CUST_0592,2022-05-02,USA,69,35.0,6.0,3012.95
CUST_0593,2022-05-13,UK,39,5.0,6.0,3637.88
CUST_0594,2022-06-12,Canada,32,8.0,4.0,2875.31
CUST_0595,2022-08-03,France,57,27.0,13.0,6381.0599999999995
CUST_0596,2022-08-09,USA,38,999.0,0.0,0.0
CUST_0597,2022-08-23,USA,32,146.0,2.0,1798.83
CUST_0598,2022-11-27,USA,39,999.0,0.0,0.0
CUST_0599,2022-05-26,Canada,69,57.0,3.0,1049.74
CUST_0600,2022-08-27,Germany,45,999.0,0.0,0.0
CUST_0601,2022-03-17,USA,31,71.0,4.0,1650.51
CUST_0602,2022-01-09,Australia,44,13.0,4.0,3087.4000000000005
CUST_0603,2022-03-15,USA,58,65.0,8.0,8203.470000000001
CUST_0604,2022-09-10,UK,57,999.0,0.0,0.0
CUST_0605,2022-08-18,Germany,45,5.0,10.0,8039.3099999999995
CUST_0606,2022-01-07,France,43,88.0,3.0,2630.49
CUST_0607,2022-06-23,Germany,66,999.0,0.0,0.0
CUST_0608,2022-05-21,France,19,45.0,7.0,6849.8
CUST_0609,2022-06-17,USA,42,42.0,2.0,2304.32
CUST_0610,2022-06-19,France,20,9.0,3.0,1330.29
CUST_0611,2022-10-10,USA,25,39.0,6.0,6564.77
CUST_0612,2022-05-02,France,61,50.0,1.0,289.88
CUST_0613,2022-07-13,UK,50,999.0,0.0,0.0
CUST_0614,2022-01-05,France,59,7.0,3.0,1544.07
CUST_0615,2022-01-29,UK,69,18.0,13.0,7919.82
CUST_0616,2022-06-14,Canada,52,297.0,2.0,1464.85
CUST_0617,2022-12-05,UK,23,115.0,4.0,1956.2800000000002
CUST_0618,2022-05-16,Germany,56,159.0,3.0,672.0699999999999
CUST_0619,2022-12-31,USA,69,999.0,0.0,0.0
CUST_0620,2022-11-17,USA,40,11.0,4.0,1805.26
CUST_0621,2022-12-08,USA,42,41.0,6.0,5002.83
CUST_0622,2022-05-25,USA,67,291.0,1.0,22.47
CUST_0623,2022-11-23,France,60,148.0,2.0,1970.6099999999997
CUST_0624,2022-08-05,USA,36,999.0,0.0,0.0
CUST_0625,2022-10-28,Australia,22,338.0,2.0,2185.71
CUST_0626,2022-05-12,USA,68,1.0,19.0,15233.54
CUST_0627,2022-10-19,USA,28,999.0,0.0,0.0
CUST_0628,2022-03-11,Germany,29,16.0,7.0,4381.98
CUST_0629,2022-09-09,Canada,27,20.0,1.0,228.75
CUST_0630,2022-10-02,UK,25,4.0,23.0,17075.01
CUST_0631,2022-12-30,UK,41,100.0,1.0,979.35
CUST_0632,2022-07-01,Germany,45,31.0,3.0,1783.8000000000002
CUST_0633,2022-06-16,USA,58,57.0,9.0,5538.85
CUST_0634,2022-04-01,Australia,53,231.0,2.0,2242.66
CUST_0635,2022-07-21,Australia,54,110.0,1.0,1203.63
CUST_0636,2022-12-12,Canada,38,999.0,0.0,0.0
CUST_0637,2022-01-19,USA,25,311.0,1.0,686.25
CUST_0638,2022-02-08,Canada,26,246.0,1.0,396.6
CUST_0639,2022-05-06,USA,64,113.0,2.0,2143.33
CUST_0640,2022-06-22,USA,32,71.0,3.0,3380.77
CUST_0641,2022-05-21,USA,65,999.0,0.0,0.0
CUST_0642,2022-08-30,UK,63,26.0,2.0,254.26
CUST_0643,2022-08-08,France,57,81.0,3.0,1784.63
CUST_0644,2022-05-06,Germany,35,58.0,14.0,10282.7
CUST_0645,2022-02-27,Germany,59,96.0,2.0,1420.29
CUST_0646,2022-05-28,UK,37,999.0,0.0,0.0
CUST_0647,2022-11-13,USA,23,999.0,0.0,0.0
CUST_0648,2022-12-27,USA,29,9.0,28.0,16184.95
CUST_0649,2022-01-01,Australia,19,999.0,0.0,0.0
CUST_0650,2022-12-14,USA,24,19.0,1.0,112.35
CUST_0651,2022-07-09,France,33,177.0,2.0,2276.65
CUST_0652,2022-07-10,UK,20,5.0,7.0,6321.24
CUST_0653,2022-11-08,UK,62,13.0,6.0,4343.58
CUST_0654,2022-04-27,Germany,20,40.0,2.0,2664.8
CUST_0655,2022-05-14,UK,44,999.0,0.0,0.0
CUST_0656,2022-02-27,France,67,11.0,21.0,17937.56
CUST_0657,2022-02-13,Australia,60,193.0,2.0,1497.7699999999998
CUST_0658,2022-06-22,UK,57,22.0,5.0,3935.7
CUST_0659,2022-06-09,USA,55,88.0,7.0,4585.75
CUST_0660,2022-06-22,UK,50,23.0,4.0,5141.26
CUST_0661,2022-11-13,Australia,45,38.0,3.0,1047.16
CUST_0662,2022-10-30,USA,18,43.0,2.0,515.56
CUST_0663,2022-05-29,Canada,25,8.0,7.0,3466.1099999999997
CUST_0664,2022-03-21,Canada,54,19.0,17.0,12866.87
CUST_0665,2022-08-01,Germany,49,18.0,9.0,7696.459999999999
CUST_0666,2022-07-22,USA,65,999.0,0.0,0.0
CUST_0667,2022-09-09,Germany,60,999.0,0.0,0.0
CUST_0668,2022-08-17,Australia,54,27.0,15.0,10810.43
CUST_0669,2022-06-13,USA,21,10.0,5.0,4433.93
CUST_0670,2022-08-15,USA,47,11.0,8.0,6146.8099999999995
CUST_0671,2022-05-27,Australia,23,999.0,0.0,0.0
CUST_0672,2022-01-20,USA,63,32.0,4.0,3273.33
CUST_0673,2022-02-16,France,36,57.0,6.0,5683.54
CUST_0674,2022-08-21,UK,49,8.0,8.0,5660.66
CUST_0675,2022-11-01,USA,26,39.0,4.0,1762.06
CUST_0676,2022-01-14,France,29,999.0,0.0,0.0
CUST_0677,2022-05-23,UK,28,39.0,7.0,3776.88
CUST_0678,2022-01-01,UK,63,36.0,4.0,2327.77
CUST_0679,2022-02-23,USA,33,48.0,2.0,1157.5
CUST_0680,2022-09-16,UK,18,53.0,11.0,7052.66
CUST_0681,2022-05-24,USA,62,82.0,2.0,2370.95
CUST_0682,2022-01-12,USA,38,79.0,5.0,4206.67
CUST_0683,2022-11-26,Australia,47,999.0,0.0,0.0
CUST_0684,2022-08-12,USA,30,47.0,4.0,2343.4900000000002
CUST_0685,2022-09-29,Canada,51,5.0,17.0,11295.29
CUST_0686,2022-12-24,USA,21,999.0,0.0,0.0
CUST_0687,2022-06-05,Germany,45,999.0,0.0,0.0
CUST_0688,2022-01-08,USA,55,22.0,4.0,2407.65
CUST_0689,2022-05-02,Australia,48,999.0,0.0,0.0
CUST_0690,2022-12-14,UK,44,50.0,6.0,4700.51
CUST_0691,2022-06-13,USA,22,2.0,14.0,7949.15
CUST_0692,2022-03-31,USA,42,48.0,3.0,2334.56
CUST_0693,2022-05-16,USA,20,15.0,3.0,1181.76
CUST_0694,2022-07-05,UK,50,999.0,0.0,0.0
CUST_0695,2022-11-12,USA,21,58.0,5.0,2608.85
CUST_0696,2022-06-27,France,42,999.0,0.0,0.0
CUST_0697,2022-01-28,UK,37,85.0,1.0,2151.05
CUST_0698,2022-08-08,USA,51,1.0,5.0,4446.7
CUST_0699,2022-12-23,Canada,43,15.0,7.0,8368.12
CUST_0700,2022-02-10,Germany,22,306.0,1.0,112.35
CUST_0701,2022-08-16,USA,52,84.0,4.0,2003.1399999999999
CUST_0702,2022-07-11,USA,45,999.0,0.0,0.0
CUST_0703,2022-05-25,USA,46,999.0,0.0,0.0
CUST_0704,2022-07-20,Germany,26,19.0,10.0,7769.8099999999995
CUST_0705,2022-07-31,Canada,69,14.0,12.0,7997.4
CUST_0706,2022-08-08,UK,55,999.0,0.0,0.0
CUST_0707,2022-08-28,France,67,344.0,1.0,897.4
CUST_0708,2022-02-15,France,23,331.0,1.0,734.6
CUST_0709,2022-02-04,UK,36,999.0,0.0,0.0
CUST_0710,2022-09-10,France,61,247.0,1.0,2470.7
CUST_0711,2022-03-23,USA,28,999.0,0.0,0.0
CUST_0712,2022-09-13,USA,19,193.0,1.0,664.96
CUST_0713,2022-07-16,USA,64,111.0,5.0,2050.82
CUST_0714,2022-10-30,USA,61,13.0,3.0,3034.33
CUST_0715,2022-01-10,UK,61,7.0,5.0,3885.38
CUST_0716,2022-11-08,Australia,26,999.0,0.0,0.0
CUST_0717,2022-10-13,USA,38,15.0,13.0,9824.75
CUST_0718,2022-08-30,USA,41,4.0,10.0,7164.33
CUST_0719,2022-09-08,UK,51,31.0,8.0,5289.03
CUST_0720,2022-12-31,Australia,39,80.0,5.0,2751.3
CUST_0721,2022-01-05,USA,20,10.0,12.0,10797.67
CUST_0722,2022-04-29,UK,29,54.0,3.0,3413.4700000000003
CUST_0723,2022-10-16,USA,45,999.0,0.0,0.0
CUST_0724,2022-03-06,USA,47,49.0,6.0,5723.93
CUST_0725,2022-05-26,Australia,43,1.0,6.0,3812.9500000000003
CUST_0726,2022-08-12,Australia,65,65.0,4.0,5269.290000000001
CUST_0727,2022-08-27,USA,38,14.0,9.0,6382.78
CUST_0728,2022-06-26,Australia,45,37.0,2.0,593.0
CUST_0729,2022-09-24,Canada,43,186.0,2.0,2142.2799999999997
CUST_0730,2022-12-07,France,50,9.0,8.0,4302.01
CUST_0731,2022-10-09,UK,38,10.0,1.0,1053.6
CUST_0732,2022-03-04,UK,52,197.0,3.0,4713.14
CUST_0733,2022-08-05,UK,69,44.0,2.0,822.17
CUST_0734,2022-12-08,Canada,51,139.0,2.0,501.9
CUST_0735,2022-11-11,USA,58,22.0,10.0,5225.66
CUST_0736,2022-10-10,USA,68,83.0,6.0,2963.5099999999998
CUST_0737,2022-06-26,USA,64,17.0,9.0,6047.790000000001
CUST_0738,2022-04-08,Germany,35,19.0,2.0,2117.05
CUST_0739,2022-04-15,USA,28,75.0,4.0,2424.3599999999997
CUST_0740,2022-04-09,Canada,40,284.0,1.0,396.6
CUST_0741,2022-11-07,Australia,65,23.0,3.0,1025.07
CUST_0742,2022-01-06,USA,39,2.0,4.0,2343.83
CUST_0743,2022-07-16,Canada,34,2.0,6.0,3741.5099999999998
CUST_0744,2022-12-17,UK,22,23.0,5.0,5694.23
CUST_0745,2022-05-13,France,61,3.0,14.0,8330.72
CUST_0746,2022-12-24,USA,28,999.0,0.0,0.0
CUST_0747,2022-09-16,Canada,47,50.0,11.0,4696.28
CUST_0748,2022-01-23,France,32,999.0,0.0,0.0
CUST_0749,2022-02-22,Australia,44,102.0,3.0,1577.04
CUST_0750,2022-06-14,Canada,52,999.0,0.0,0.0
CUST_0751,2022-07-21,UK,50,185.0,1.0,157.15
CUST_0752,2022-03-24,Canada,37,94.0,3.0,2172.12
CUST_0753,2022-05-25,France,33,999.0,0.0,0.0
CUST_0754,2022-03-26,UK,51,20.0,4.0,2670.62
CUST_0755,2022-03-19,USA,19,8.0,13.0,7435.29
CUST_0756,2022-01-01,Australia,52,999.0,0.0,0.0
CUST_0757,2022-02-20,Canada,57,68.0,7.0,4200.77
CUST_0758,2022-06-22,Canada,45,58.0,4.0,1974.06
CUST_0759,2022-07-24,USA,64,16.0,4.0,2650.24
CUST_0760,2022-09-17,Canada,56,35.0,2.0,2000.75
CUST_0761,2022-10-15,USA,23,999.0,0.0,0.0
CUST_0762,2022-02-03,Canada,26,268.0,1.0,1736.6
CUST_0763,2022-12-14,USA,37,999.0,0.0,0.0
CUST_0764,2022-04-05,Canada,18,342.0,1.0,697.38
CUST_0765,2022-03-13,Australia,25,83.0,5.0,3702.96
CUST_0766,2022-02-08,USA,40,32.0,6.0,3591.7299999999996
CUST_0767,2022-06-03,Australia,20,2.0,6.0,4524.82
CUST_0768,2022-09-07,UK,21,20.0,5.0,2891.51
CUST_0769,2022-06-11,France,42,96.0,1.0,1143.75
CUST_0770,2022-04-28,Germany,64,267.0,1.0,1143.75
CUST_0771,2022-09-16,UK,55,13.0,1.0,320.18
CUST_0772,2022-11-02,Germany,32,999.0,0.0,0.0
CUST_0773,2022-09-25,France,38,74.0,5.0,4852.28
CUST_0774,2022-02-23,UK,52,23.0,4.0,5684.72
CUST_0775,2022-08-24,USA,63,257.0,1.0,159.74
CUST_0776,2022-08-10,Canada,69,16.0,2.0,2375.91
CUST_0777,2022-09-08,France,31,28.0,13.0,9867.22
CUST_0778,2022-11-09,Germany,53,100.0,6.0,5671.66
CUST_0779,2022-04-22,Germany,29,999.0,0.0,0.0
CUST_0780,2022-09-12,UK,34,55.0,4.0,2451.68
CUST_0781,2022-10-30,France,56,21.0,11.0,7243.64
CUST_0782,2022-07-26,USA,26,12.0,1.0,565.95
CUST_0783,2022-08-17,UK,52,999.0,0.0,0.0
CUST_0784,2022-12-07,USA,30,65.0,4.0,3837.83
CUST_0785,2022-03-07,USA,32,3.0,14.0,10374.05
CUST_0786,2022-03-16,USA,35,19.0,10.0,6509.97
CUST_0787,2022-04-13,USA,68,999.0,0.0,0.0
CUST_0788,2022-07-11,Canada,50,94.0,4.0,2113.15
CUST_0789,2022-09-09,USA,23,49.0,4.0,4647.67
CUST_0790,2022-08-14,UK,44,263.0,3.0,2589.0299999999997
CUST_0791,2022-10-21,USA,40,76.0,1.0,446.15
CUST_0792,2022-11-02,USA,44,5.0,12.0,8064.67
CUST_0793,2022-04-08,USA,51,8.0,9.0,7186.06
CUST_0794,2022-12-04,USA,63,11.0,10.0,9480.5
CUST_0795,2022-10-13,Canada,55,8.0,13.0,6407.49
CUST_0796,2022-12-01,Canada,31,31.0,7.0,5195.93
CUST_0797,2022-12-13,Canada,53,17.0,4.0,3917.42
CUST_0798,2022-11-04,UK,25,2.0,3.0,1637.75
CUST_0799,2022-09-06,USA,52,53.0,1.0,176.9
CUST_0800,2022-06-15,France,36,17.0,7.0,8125.389999999999
CUST_0801,2022-12-01,UK,47,37.0,2.0,851.85
CUST_0802,2022-01-30,UK,31,4.0,9.0,5191.0
CUST_0803,2022-09-04,USA,37,24.0,2.0,1471.74
CUST_0804,2022-04-16,USA,66,33.0,1.0,1983.0
CUST_0805,2022-02-20,USA,42,999.0,0.0,0.0
CUST_0806,2022-03-22,USA,57,999.0,0.0,0.0
CUST_0807,2022-05-13,UK,41,18.0,2.0,1291.4
CUST_0808,2022-10-12,UK,31,2.0,4.0,6673.06
CUST_0809,2022-05-18,Canada,43,54.0,5.0,4098.36
CUST_0810,2022-07-03,Germany,55,999.0,0.0,0.0
CUST_0811,2022-11-26,France,40,230.0,1.0,1047.96
CUST_0812,2022-09-30,Germany,39,999.0,0.0,0.0
CUST_0813,2022-12-06,Australia,65,296.0,1.0,842.88
CUST_0814,2022-03-10,USA,36,18.0,11.0,8686.08
CUST_0815,2022-02-03,USA,63,999.0,0.0,0.0
CUST_0816,2022-09-19,USA,68,63.0,5.0,3684.28
CUST_0817,2022-02-22,Canada,20,999.0,0.0,0.0
CUST_0818,2022-07-24,France,59,44.0,1.0,144.94
CUST_0819,2022-05-06,USA,36,22.0,8.0,9367.67
CUST_0820,2022-08-23,Australia,26,31.0,7.0,2684.98
CUST_0821,2022-02-12,USA,45,999.0,0.0,0.0
CUST_0822,2022-08-28,Australia,37,999.0,0.0,0.0
CUST_0823,2022-04-21,USA,62,36.0,3.0,1384.65
CUST_0824,2022-09-06,USA,24,106.0,1.0,347.25
CUST_0825,2022-05-31,UK,31,281.0,1.0,457.5
CUST_0826,2022-07-02,USA,26,8.0,22.0,14803.32
CUST_0827,2022-12-02,USA,36,15.0,4.0,3597.04
CUST_0828,2022-04-05,USA,64,56.0,6.0,3752.45
CUST_0829,2022-01-08,France,69,82.0,4.0,3002.4100000000003
CUST_0830,2022-12-26,UK,31,999.0,0.0,0.0
CUST_0831,2022-07-03,USA,55,26.0,5.0,5429.15
CUST_0832,2022-10-08,Canada,53,127.0,4.0,2918.88
CUST_0833,2022-07-14,Germany,57,1.0,6.0,4233.48
CUST_0834,2022-12-18,USA,34,184.0,1.0,1359.0
CUST_0835,2022-07-14,UK,47,2.0,4.0,4792.41
CUST_0836,2022-06-04,USA,26,110.0,1.0,1469.2
CUST_0837,2022-04-03,USA,50,1.0,9.0,6209.7699999999995
CUST_0838,2022-06-09,Canada,69,40.0,9.0,6146.78
CUST_0839,2022-03-02,USA,42,26.0,3.0,5720.450000000001
CUST_0840,2022-05-02,UK,31,240.0,1.0,459.15
CUST_0841,2022-02-20,Germany,28,19.0,5.0,3511.64
CUST_0842,2022-10-04,USA,52,999.0,0.0,0.0
CUST_0843,2022-01-05,UK,58,11.0,5.0,3384.1
CUST_0844,2022-04-02,USA,31,999.0,0.0,0.0
CUST_0845,2022-06-19,Australia,47,16.0,4.0,2931.52
CUST_0846,2022-11-13,UK,58,20.0,2.0,2362.29
CUST_0847,2022-01-22,France,21,293.0,2.0,1280.19
CUST_0848,2022-11-22,UK,21,32.0,13.0,9733.66
CUST_0849,2022-01-01,USA,45,45.0,3.0,1488.85
CUST_0850,2022-05-13,Canada,25,74.0,2.0,2203.64
CUST_0851,2022-08-21,Australia,19,32.0,3.0,1280.47
CUST_0852,2022-01-12,Canada,58,999.0,0.0,0.0
CUST_0853,2022-12-12,France,63,20.0,4.0,3333.3999999999996
CUST_0854,2022-02-15,France,39,317.0,1.0,885.8399999999999
CUST_0855,2022-02-03,USA,58,114.0,3.0,1493.8
CUST_0856,2022-03-19,USA,33,193.0,2.0,2777.5299999999997
CUST_0857,2022-08-06,Canada,46,88.0,3.0,3765.6000000000004
CUST_0858,2022-10-28,UK,66,37.0,7.0,4306.99
CUST_0859,2022-03-14,France,65,217.0,1.0,220.67
CUST_0860,2022-10-09,Australia,47,999.0,0.0,0.0
CUST_0861,2022-09-06,USA,29,63.0,5.0,3303.7599999999998
CUST_0862,2022-02-16,USA,52,10.0,4.0,4231.22
